id,labels,probably
3_11229d,1,0.99999845
3_12509d,1,0.9999999
3_12509c,1,0.6776469
3_12509b,0,0.999998
3_12509a,0,1.0
3_11057b,0,1.0
3_11057d,1,0.9999995
3_11057c,1,1.0
3_11057a,0,1.0
1_854d,0,1.0
1_854b,1,0.99997735
1_854c,0,0.9999908
1_854a,1,1.0
3_12032c,0,1.0
3_12032a,0,1.0
3_12032b,1,0.8916591
3_12032d,0,1.0
2_542a,0,1.0
2_542c,1,1.0
2_542b,0,1.0
2_542d,0,1.0
3_4896d,0,1.0
3_4896a,0,1.0
3_4896b,1,1.0
3_4896c,0,1.0
3_10386c,0,1.0
3_10386d,0,1.0
3_10386b,0,1.0
3_10386a,0,1.0
4_2101d,1,0.99999976
4_2101a,0,1.0
4_2101b,0,0.99973625
4_2101c,0,1.0
3_12043d,0,1.0
3_12043c,0,1.0
3_12043a,0,0.81156456
3_12043b,0,0.9364824
1_2842d,1,0.9908388
1_2842a,1,1.0
1_2842b,1,1.0
1_2842c,1,1.0
3_10850c,1,1.0
3_10850d,1,1.0
3_10850b,1,0.9933304
3_10850a,1,1.0
1_3631d,0,1.0
1_3631c,1,1.0
1_3631b,0,1.0
1_3631a,0,1.0
3_6106d,0,1.0
3_6106a,0,1.0
3_6106c,0,0.9999864
3_6106b,0,1.0
3_14424d,1,1.0
3_14424b,1,1.0
3_14424a,1,1.0
3_14424c,0,1.0
2_848d,1,0.9947018
2_848b,1,0.9999821
2_848c,1,1.0
2_848a,1,1.0
4_1297c,0,1.0
4_1297b,0,0.9999995
4_1297d,0,1.0
4_1297a,1,1.0
3_4447a,1,1.0
3_4447d,1,1.0
3_4447c,1,1.0
3_4447b,0,0.99999917
1_1259b,1,1.0
1_1259a,1,1.0
1_1259d,1,1.0
1_1259c,1,1.0
2_655a,0,1.0
2_655b,1,1.0
2_655d,0,0.9999969
2_655c,0,1.0
1_4615d,0,0.999998
1_4615a,1,1.0
1_4615c,1,0.96791637
1_4615b,1,1.0
1_7060b,0,0.9999995
1_7060d,1,0.9999999
1_7060c,0,1.0
1_7060a,0,0.99999666
3_11056d,0,1.0
3_11056c,0,1.0
3_11056b,1,1.0
3_11056a,1,1.0
1_405d,0,1.0
1_405c,0,1.0
1_405b,0,1.0
1_405a,0,1.0
3_8778b,1,0.99999976
3_8778a,0,1.0
3_8778d,0,0.99999976
3_8778c,1,0.96474475
1_5437a,0,1.0
1_5437b,0,0.99732494
1_5437d,0,1.0
1_5437c,0,1.0
4_1876a,0,1.0
4_1876d,0,1.0
4_1876b,1,1.0
4_1876c,0,0.73060185
4_536d,1,0.9999752
4_536c,1,0.7867482
4_536b,1,0.9999999
4_536a,1,0.9999994
3_4540b,1,1.0
3_4540a,0,0.9760668
3_4540d,1,0.9999999
3_4540c,1,0.9768719
3_1246c,0,1.0
3_1246a,0,0.99999154
3_1246b,1,0.995685
3_1246d,0,0.9998579
3_13643d,0,1.0
3_13643c,0,0.9999404
3_13643b,0,1.0
3_13643a,1,0.9998914
3_14683d,1,1.0
3_14683c,1,0.99997985
3_14683a,0,1.0
3_14683b,1,1.0
3_7853a,1,0.9957937
3_7853d,1,1.0
3_7853b,1,0.99996877
3_7853c,0,0.9948314
4_3948a,0,0.99999917
4_3948c,0,1.0
4_3948b,1,0.64639
4_3948d,0,1.0
2_1824b,1,1.0
2_1824d,1,1.0
2_1824c,1,1.0
2_1824a,1,1.0
4_851a,1,1.0
4_851c,0,1.0
4_851b,1,1.0
4_851d,1,0.9929387
2_596c,0,0.9999987
2_596a,1,1.0
2_596b,1,1.0
2_596d,1,1.0
3_11198c,0,1.0
3_11198b,0,0.99998415
3_11198d,0,1.0
3_11198a,1,1.0
3_13652b,1,1.0
3_13652a,1,1.0
3_13652d,1,1.0
3_13652c,1,1.0
4_3792b,1,0.58205825
4_3792d,0,1.0
4_3792a,0,0.9999995
4_3792c,0,0.9999999
3_12789d,1,0.99999547
3_12789c,1,0.9999901
3_12789a,1,0.9999995
3_12789b,1,1.0
1_3648a,1,1.0
1_3648c,1,0.9999982
1_3648b,1,1.0
1_3648d,0,1.0
3_13711b,0,1.0
3_13711c,0,1.0
3_13711a,0,1.0
3_13711d,1,0.99998736
3_14026d,0,0.9876024
3_14026c,1,0.8472764
3_14026a,1,0.737743
3_14026b,0,0.99997294
3_13097b,1,0.999997
3_13097a,0,0.9923234
3_13097c,0,1.0
3_13097d,0,1.0
4_790c,0,1.0
4_790a,0,1.0
4_790b,0,0.99973875
4_790d,1,1.0
3_8024d,0,0.9151463
3_8024c,1,0.9994004
3_8024b,0,1.0
3_8024a,0,0.99999
3_3796a,0,1.0
3_3796d,0,0.72303903
3_3796c,1,0.99999976
3_3796b,1,0.999209
3_12474d,1,1.0
3_12474c,1,1.0
3_12474b,1,1.0
3_12474a,1,1.0
1_3310b,0,1.0
1_3310d,1,1.0
1_3310c,1,0.65290827
1_3310a,0,1.0
1_285a,0,0.9999975
1_285c,1,0.99794453
1_285b,0,0.9999999
1_285d,0,1.0
3_4720b,0,1.0
3_4720c,0,0.9999176
3_4720a,0,1.0
3_4720d,0,1.0
3_520a,0,1.0
3_520c,0,1.0
3_520b,0,1.0
3_520d,0,1.0
1_159a,1,1.0
1_159d,1,1.0
1_159c,1,1.0
1_159b,1,1.0
3_14081b,0,0.9999994
3_14081d,0,1.0
3_14081c,1,0.9999999
3_14081a,1,1.0
1_6526c,1,0.9999981
1_6526d,1,0.9999993
1_6526b,1,0.9270054
1_6526a,0,1.0
3_5397c,1,0.99999475
3_5397b,0,1.0
3_5397d,1,0.99999285
3_5397a,1,0.9999999
2_800b,1,1.0
2_800a,0,1.0
2_800d,1,1.0
2_800c,1,1.0
4_2413b,0,0.99996614
4_2413d,0,1.0
4_2413a,0,1.0
4_2413c,0,0.99999666
3_14953d,1,1.0
3_14953a,0,0.6321344
3_14953b,0,1.0
3_14953c,0,1.0
3_9680d,0,1.0
3_9680a,1,1.0
3_9680b,0,1.0
3_9680c,0,1.0
3_7532c,0,0.9999995
3_7532b,0,0.93412846
3_7532d,0,1.0
3_7532a,1,0.83361757
3_9256a,1,1.0
3_9256d,1,0.9999926
3_9256b,1,0.9999697
3_9256c,1,1.0
3_4826c,1,1.0
3_4826d,1,0.6962728
3_4826b,1,1.0
3_4826a,0,0.996914
1_2642b,1,0.976546
1_2642d,0,1.0
1_2642c,1,0.9964013
1_2642a,0,1.0
3_7436d,1,1.0
3_7436b,1,0.99749655
3_7436c,0,0.99999833
3_7436a,1,1.0
4_967d,1,1.0
4_967c,1,0.59178
4_967b,1,1.0
4_967a,1,1.0
3_242d,0,0.9999963
3_242a,0,1.0
3_242c,0,1.0
3_242b,0,1.0
4_3540a,0,0.9993955
4_3540b,0,0.99999976
4_3540c,0,1.0
4_3540d,1,0.99999297
3_7915d,0,0.9988607
3_7915a,0,1.0
3_7915c,0,1.0
3_7915b,0,1.0
3_6571d,0,1.0
3_6571a,1,1.0
3_6571c,1,1.0
3_6571b,0,1.0
3_6101d,0,1.0
3_6101c,0,0.9999999
3_6101b,1,1.0
3_6101a,0,1.0
3_9505d,1,1.0
3_9505c,1,1.0
3_9505a,1,1.0
3_9505b,1,1.0
4_2631a,1,1.0
4_2631b,0,1.0
4_2631c,0,0.99999833
4_2631d,0,1.0
3_11950a,1,0.9999913
3_11950c,1,0.99999225
3_11950b,0,0.9999999
3_11950d,1,0.9999993
3_11606c,0,1.0
3_11606a,1,0.99999976
3_11606d,1,1.0
3_11606b,1,0.9999995
3_14261a,1,0.9964271
3_14261d,0,0.99549294
3_14261b,1,0.9987275
3_14261c,1,0.99999785
3_778b,0,0.99999976
3_778d,0,0.99798787
3_778c,1,0.9999994
3_778a,1,0.9917374
3_4335d,0,1.0
3_4335b,0,1.0
3_4335a,0,1.0
3_4335c,1,1.0
3_9130d,1,0.9032141
3_9130a,0,0.9999993
3_9130c,0,0.99943703
3_9130b,1,0.97852975
3_7901b,1,0.99998975
3_7901a,0,1.0
3_7901c,0,1.0
3_7901d,0,1.0
1_39a,1,1.0
1_39c,1,1.0
1_39d,1,1.0
1_39b,1,1.0
1_5623c,1,1.0
1_5623b,1,1.0
1_5623a,1,1.0
1_5623d,0,0.9982343
1_1182a,1,0.9999827
1_1182c,1,1.0
1_1182d,1,1.0
1_1182b,1,1.0
4_1506a,1,1.0
4_1506b,0,1.0
4_1506d,1,1.0
4_1506c,0,0.9999745
3_8165c,0,0.9999999
3_8165d,0,1.0
3_8165a,0,0.9999999
3_8165b,0,0.9999995
1_5779b,0,0.99867624
1_5779a,1,1.0
1_5779d,1,1.0
1_5779c,0,0.9999957
1_5936c,0,1.0
1_5936b,0,1.0
1_5936d,1,1.0
1_5936a,1,1.0
3_8135d,1,0.99856335
3_8135a,0,1.0
3_8135c,0,1.0
3_8135b,1,1.0
3_6678b,1,0.9999999
3_6678c,0,1.0
3_6678d,0,1.0
3_6678a,1,1.0
3_14555c,1,1.0
3_14555b,1,1.0
3_14555d,1,1.0
3_14555a,0,0.6613711
3_11460b,1,0.99999976
3_11460a,0,0.99999535
3_11460d,1,0.9999995
3_11460c,1,1.0
3_4668d,1,0.9995977
3_4668b,0,0.97080034
3_4668a,0,1.0
3_4668c,1,1.0
3_2766b,0,0.99999154
3_2766a,0,1.0
3_2766c,0,1.0
3_2766d,0,0.52168053
1_4590c,0,1.0
1_4590b,0,1.0
1_4590a,0,1.0
1_4590d,0,1.0
3_5253d,0,1.0
3_5253a,0,1.0
3_5253c,0,1.0
3_5253b,1,1.0
3_8632d,1,0.99999976
3_8632a,1,1.0
3_8632c,0,1.0
3_8632b,0,0.9987374
3_4754b,0,0.9999987
3_4754a,0,1.0
3_4754d,0,1.0
3_4754c,0,1.0
3_26d,0,0.6521798
3_26b,1,0.99999964
3_26a,0,0.9999993
3_26c,0,0.9999982
3_1045d,0,1.0
3_1045c,1,0.99065244
3_1045b,0,1.0
3_1045a,1,1.0
1_4365a,0,0.9999969
1_4365b,0,0.99967074
1_4365d,0,1.0
1_4365c,1,1.0
1_2063a,0,1.0
1_2063c,0,1.0
1_2063b,0,1.0
1_2063d,1,1.0
3_5151b,0,0.99990296
3_5151d,0,1.0
3_5151a,0,1.0
3_5151c,0,1.0
3_13382d,1,1.0
3_13382b,0,1.0
3_13382a,0,1.0
3_13382c,1,1.0
3_5917a,0,0.9999999
3_5917d,0,0.9948716
3_5917c,1,0.82799715
3_5917b,0,1.0
3_12356c,0,0.99999964
3_12356b,0,0.9999989
3_12356a,0,0.9999999
3_12356d,0,0.999995
3_6580d,1,0.99897444
3_6580c,1,0.99999917
3_6580b,0,0.99999475
3_6580a,1,1.0
3_9720a,0,1.0
3_9720b,0,1.0
3_9720d,0,1.0
3_9720c,1,1.0
1_618a,1,1.0
1_618b,1,1.0
1_618d,1,1.0
1_618c,1,1.0
3_966b,0,0.99999607
3_966d,0,0.99999547
3_966c,0,1.0
3_966a,1,0.9893463
1_471b,0,0.99998367
1_471a,0,1.0
1_471c,1,1.0
1_471d,0,1.0
3_710c,0,1.0
3_710d,0,0.99962926
3_710a,1,1.0
3_710b,0,0.91784906
2_452a,1,0.833948
2_452b,1,1.0
2_452c,0,0.66222924
2_452d,1,1.0
3_3474a,1,0.99999976
3_3474d,1,1.0
3_3474b,1,0.99917054
3_3474c,1,1.0
3_13198b,0,0.9999392
3_13198d,0,1.0
3_13198c,0,0.88333255
3_13198a,0,0.9999993
1_2255d,1,1.0
1_2255c,0,1.0
1_2255b,0,1.0
1_2255a,0,1.0
4_2166a,0,0.99985874
4_2166d,0,0.99999857
4_2166b,0,0.58577585
4_2166c,1,1.0
3_7083a,0,1.0
3_7083b,0,1.0
3_7083c,0,1.0
3_7083d,0,1.0
1_2124d,1,0.9999995
1_2124a,0,0.9998198
1_2124c,0,1.0
1_2124b,0,1.0
4_716b,1,0.99999905
4_716c,0,0.99999976
4_716a,0,1.0
4_716d,0,1.0
1_5206a,0,0.9930784
1_5206d,1,1.0
1_5206b,0,1.0
1_5206c,0,1.0
3_5330d,0,0.76955444
3_5330c,1,1.0
3_5330a,1,1.0
3_5330b,1,0.9999994
3_4933d,1,0.62961096
3_4933a,0,1.0
3_4933c,0,1.0
3_4933b,1,1.0
4_100c,0,1.0
4_100d,0,0.9999999
4_100b,0,0.9999999
4_100a,1,0.99960715
3_12733d,0,1.0
3_12733b,1,1.0
3_12733a,0,1.0
3_12733c,0,1.0
3_11038a,1,1.0
3_11038b,1,0.9986022
3_11038c,1,1.0
3_11038d,0,1.0
3_10268c,0,1.0
3_10268d,0,0.99943763
3_10268b,0,0.99999964
3_10268a,0,0.9999999
3_10765a,0,1.0
3_10765b,0,0.9992281
3_10765c,1,0.9999993
3_10765d,0,1.0
4_679d,1,1.0
4_679a,1,0.99989295
4_679b,1,1.0
4_679c,1,1.0
4_234b,1,1.0
4_234a,1,1.0
4_234d,1,1.0
4_234c,1,1.0
3_1092d,0,1.0
3_1092a,1,1.0
3_1092b,1,1.0
3_1092c,1,1.0
1_418b,1,0.9928725
1_418c,0,1.0
1_418a,0,1.0
1_418d,1,0.9982749
3_12471d,1,1.0
3_12471a,1,1.0
3_12471b,0,1.0
3_12471c,0,0.9999788
3_9025b,1,1.0
3_9025c,0,1.0
3_9025d,0,0.9898622
3_9025a,0,1.0
4_2517d,0,1.0
4_2517b,0,0.97235495
4_2517c,0,0.99999595
4_2517a,1,1.0
3_8869a,0,0.9996511
3_8869c,1,0.99703276
3_8869b,1,0.99999213
3_8869d,1,1.0
4_2954c,0,1.0
4_2954a,0,1.0
4_2954d,0,1.0
4_2954b,1,0.99999976
3_531d,0,0.9999969
3_531a,1,1.0
3_531c,0,1.0
3_531b,1,0.99999905
1_1145c,0,1.0
1_1145b,0,1.0
1_1145a,0,1.0
1_1145d,0,1.0
3_10637d,0,1.0
3_10637b,0,1.0
3_10637c,0,0.8197948
3_10637a,1,0.99995744
1_5968d,1,1.0
1_5968a,1,1.0
1_5968b,0,1.0
1_5968c,0,1.0
1_4278b,0,1.0
1_4278d,0,1.0
1_4278a,0,1.0
1_4278c,1,1.0
1_2725a,1,0.9969187
1_2725d,1,0.9999807
1_2725b,1,1.0
1_2725c,0,0.99999833
3_13791c,1,0.9999956
3_13791d,0,0.9992562
3_13791a,1,0.9999981
3_13791b,0,1.0
3_5130b,1,0.9999732
3_5130c,1,1.0
3_5130a,1,1.0
3_5130d,1,0.9997187
3_12380b,0,0.99999714
3_12380c,0,1.0
3_12380d,0,1.0
3_12380a,0,1.0
3_14004c,0,1.0
3_14004d,0,1.0
3_14004a,0,1.0
3_14004b,0,0.99996614
3_14180c,1,1.0
3_14180d,0,0.9713428
3_14180a,1,1.0
3_14180b,1,0.8609941
4_55c,0,0.9991474
4_55a,0,0.99662006
4_55b,1,1.0
4_55d,0,1.0
4_94b,0,1.0
4_94c,1,1.0
4_94a,1,1.0
4_94d,1,1.0
3_9389c,0,1.0
3_9389a,1,1.0
3_9389b,0,0.9986072
3_9389d,1,0.99997663
3_11147a,0,1.0
3_11147b,0,0.60378855
3_11147d,1,0.9999995
3_11147c,0,1.0
2_510d,1,1.0
2_510b,1,0.99999714
2_510a,1,0.9999995
2_510c,0,0.9999974
3_4038b,0,0.9999999
3_4038d,0,1.0
3_4038a,0,1.0
3_4038c,1,1.0
1_7003a,0,1.0
1_7003b,0,1.0
1_7003c,0,1.0
1_7003d,0,1.0
3_5884c,1,0.9366831
3_5884a,0,1.0
3_5884b,0,0.99724174
3_5884d,0,1.0
1_5199c,0,1.0
1_5199b,0,0.9999882
1_5199a,0,0.9999454
1_5199d,1,1.0
4_2187b,0,1.0
4_2187a,1,0.99302083
4_2187d,0,1.0
4_2187c,0,1.0
1_6235d,1,1.0
1_6235a,0,1.0
1_6235b,1,1.0
1_6235c,0,0.99868697
4_566a,1,0.99963963
4_566c,0,1.0
4_566b,0,0.9994821
4_566d,0,1.0
1_4542d,1,1.0
1_4542c,1,1.0
1_4542a,1,1.0
1_4542b,1,1.0
3_11081a,0,1.0
3_11081c,1,1.0
3_11081d,0,0.9999999
3_11081b,0,1.0
3_15287c,1,1.0
3_15287d,0,1.0
3_15287a,1,1.0
3_15287b,1,1.0
4_372d,0,0.99593985
4_372c,0,0.9965538
4_372b,0,0.99915385
4_372a,0,1.0
3_15016a,0,0.9999999
3_15016b,1,0.9999981
3_15016d,0,0.99870396
3_15016c,1,0.9999267
3_3102c,1,1.0
3_3102d,1,1.0
3_3102a,0,1.0
3_3102b,1,1.0
1_4489d,1,0.999998
1_4489a,1,1.0
1_4489c,1,1.0
1_4489b,1,1.0
3_7729c,0,0.99999845
3_7729d,0,1.0
3_7729a,0,1.0
3_7729b,0,0.9999999
4_156d,0,1.0
4_156b,0,0.99999785
4_156a,0,0.50021696
4_156c,0,1.0
2_667a,0,1.0
2_667d,0,1.0
2_667b,0,1.0
2_667c,0,1.0
3_8042b,1,0.9999902
3_8042a,0,0.97927195
3_8042c,1,1.0
3_8042d,0,0.9999976
1_1891a,0,1.0
1_1891d,0,1.0
1_1891c,0,1.0
1_1891b,1,1.0
3_9887b,0,0.99107903
3_9887a,1,0.99999917
3_9887c,0,0.9168386
3_9887d,0,0.99981076
3_6701a,0,0.99999905
3_6701d,1,0.9830373
3_6701c,1,0.99999666
3_6701b,1,1.0
3_13573c,1,1.0
3_13573b,1,1.0
3_13573a,0,0.99991095
3_13573d,1,1.0
1_2617d,0,1.0
1_2617b,0,1.0
1_2617c,0,1.0
1_2617a,1,1.0
2_948c,1,0.9999999
2_948d,1,1.0
2_948a,1,1.0
2_948b,1,0.9999846
3_5435c,1,1.0
3_5435a,0,0.9999994
3_5435b,1,0.9999521
3_5435d,1,1.0
1_538c,0,0.99999416
1_538b,1,1.0
1_538d,0,1.0
1_538a,1,1.0
3_67c,0,1.0
3_67b,0,0.9977762
3_67a,0,1.0
3_67d,0,0.99999356
3_6888a,1,0.903886
3_6888b,0,0.99905115
3_6888d,0,1.0
3_6888c,0,0.99999976
1_4772c,1,1.0
1_4772b,0,1.0
1_4772a,1,1.0
1_4772d,1,0.9999865
4_1301d,1,0.99999964
4_1301b,1,0.9673922
4_1301c,1,0.9999956
4_1301a,1,0.9999969
3_15011d,1,1.0
3_15011c,0,1.0
3_15011a,0,1.0
3_15011b,0,1.0
3_123c,1,0.99999964
3_123b,1,0.9999937
3_123a,0,0.9999931
3_123d,0,0.9999697
3_8870d,1,1.0
3_8870b,0,0.9999987
3_8870c,0,0.65430206
3_8870a,0,1.0
1_1459b,1,0.9998808
1_1459c,0,1.0
1_1459d,1,0.9999459
1_1459a,0,1.0
3_2679b,1,0.9996119
3_2679c,1,1.0
3_2679d,1,0.9700299
3_2679a,1,1.0
2_1510d,0,1.0
2_1510c,0,1.0
2_1510b,0,1.0
2_1510a,0,1.0
1_432d,0,1.0
1_432b,0,1.0
1_432c,1,0.9999988
1_432a,0,1.0
1_6930a,0,0.99894077
1_6930b,0,0.9999999
1_6930d,0,0.9999993
1_6930c,0,0.9999999
3_14186b,0,1.0
3_14186a,0,0.9999993
3_14186c,1,1.0
3_14186d,0,1.0
2_1505a,1,0.9999982
2_1505b,0,1.0
2_1505d,1,1.0
2_1505c,1,1.0
3_5833d,1,0.99999976
3_5833a,0,0.99993336
3_5833b,1,1.0
3_5833c,1,1.0
3_5266a,0,0.8025962
3_5266d,0,0.9999988
3_5266b,0,0.99999547
3_5266c,0,1.0
1_2359c,1,0.9958919
1_2359b,0,1.0
1_2359a,1,0.522406
1_2359d,0,1.0
3_4548d,1,0.91538656
3_4548c,1,1.0
3_4548b,0,0.9846599
3_4548a,1,1.0
3_14063d,1,1.0
3_14063c,1,1.0
3_14063b,1,1.0
3_14063a,1,1.0
4_289c,1,1.0
4_289b,1,1.0
4_289a,1,0.9878306
4_289d,1,0.9999951
3_11127a,0,0.98345596
3_11127c,1,0.9999759
3_11127d,1,1.0
3_11127b,0,0.9997309
3_15425c,0,1.0
3_15425b,0,0.9999987
3_15425a,0,0.9999387
3_15425d,0,1.0
1_3495c,0,0.9999999
1_3495a,1,0.898177
1_3495b,0,1.0
1_3495d,0,0.99883515
3_523a,0,1.0
3_523b,1,0.99954
3_523c,0,1.0
3_523d,1,0.9553371
3_12130a,0,0.99998343
3_12130c,0,1.0
3_12130b,0,1.0
3_12130d,0,1.0
1_2661d,1,0.88172704
1_2661b,1,1.0
1_2661c,0,0.99934536
1_2661a,0,1.0
1_643c,1,1.0
1_643d,0,0.99999976
1_643a,0,0.9994413
1_643b,1,0.80023503
3_4624b,0,1.0
3_4624c,0,1.0
3_4624a,1,1.0
3_4624d,1,1.0
3_11666b,0,1.0
3_11666c,1,0.9981008
3_11666a,1,0.95916086
3_11666d,1,0.9999629
1_1c,1,0.5996388
1_1d,0,1.0
1_1a,0,1.0
1_1b,0,0.9853351
3_5730b,1,1.0
3_5730c,1,1.0
3_5730d,1,1.0
3_5730a,0,1.0
3_15412d,1,0.99999785
3_15412b,0,0.99999416
3_15412a,0,0.9999999
3_15412c,0,0.99999726
4_550d,0,1.0
4_550b,1,1.0
4_550a,0,1.0
4_550c,1,1.0
1_105b,0,1.0
1_105d,1,0.99999964
1_105c,1,1.0
1_105a,0,1.0
3_9824d,1,0.89606935
3_9824b,0,1.0
3_9824c,0,1.0
3_9824a,1,0.91429526
3_7765b,0,0.67099154
3_7765c,1,1.0
3_7765a,1,1.0
3_7765d,1,1.0
4_2249c,1,1.0
4_2249d,1,0.9999958
4_2249a,1,1.0
4_2249b,1,1.0
3_3589a,1,0.999998
3_3589d,0,0.81961244
3_3589b,1,0.9999988
3_3589c,1,0.9999125
1_1591b,0,0.9890338
1_1591d,1,1.0
1_1591c,0,1.0
1_1591a,0,0.99956816
4_701a,0,0.9999999
4_701c,0,1.0
4_701d,0,1.0
4_701b,0,1.0
2_1845a,0,1.0
2_1845b,0,1.0
2_1845c,0,1.0
2_1845d,0,0.99968123
3_4765a,0,1.0
3_4765b,1,1.0
3_4765c,0,1.0
3_4765d,0,1.0
3_392d,1,0.97870094
3_392b,0,0.9715508
3_392c,1,1.0
3_392a,1,1.0
3_12148a,0,1.0
3_12148d,0,0.99999964
3_12148b,1,1.0
3_12148c,1,0.9999999
3_160a,0,0.99999917
3_160d,1,0.994478
3_160b,0,1.0
3_160c,0,1.0
1_711d,1,1.0
1_711a,0,0.99989057
1_711c,1,0.94976515
1_711b,1,1.0
1_5337c,1,1.0
1_5337a,1,1.0
1_5337b,0,1.0
1_5337d,1,1.0
3_9949d,1,1.0
3_9949b,0,0.9983529
3_9949c,1,0.9954613
3_9949a,0,1.0
4_3529b,0,1.0
4_3529a,1,1.0
4_3529d,1,1.0
4_3529c,0,1.0
3_11561d,0,1.0
3_11561b,0,0.9750574
3_11561c,0,0.9999075
3_11561a,0,0.99999857
1_4281c,0,1.0
1_4281a,0,1.0
1_4281b,0,1.0
1_4281d,0,1.0
1_3259c,1,1.0
1_3259b,1,1.0
1_3259a,1,0.99999964
1_3259d,1,1.0
3_630a,1,1.0
3_630c,0,1.0
3_630b,1,0.9883107
3_630d,0,1.0
3_7775b,1,1.0
3_7775a,0,0.9999901
3_7775c,0,0.9999962
3_7775d,1,0.95446175
4_697c,0,1.0
4_697d,0,0.97936773
4_697a,0,0.93775797
4_697b,0,1.0
3_3309b,0,1.0
3_3309d,1,1.0
3_3309c,1,1.0
3_3309a,0,1.0
3_878b,0,1.0
3_878c,0,1.0
3_878a,0,1.0
3_878d,0,1.0
3_5560c,0,1.0
3_5560b,0,1.0
3_5560a,0,0.99998796
3_5560d,0,0.99999976
3_10862a,1,1.0
3_10862d,1,0.99999976
3_10862b,0,0.99998474
3_10862c,1,0.99960035
3_11101d,0,1.0
3_11101b,0,1.0
3_11101a,1,0.9999993
3_11101c,0,0.9999914
2_85b,0,1.0
2_85c,1,0.9999987
2_85a,0,1.0
2_85d,0,0.9999877
4_2528a,1,1.0
4_2528b,1,1.0
4_2528d,1,1.0
4_2528c,1,1.0
3_2939a,0,0.99978393
3_2939b,0,1.0
3_2939c,0,1.0
3_2939d,0,1.0
1_6298d,1,1.0
1_6298b,1,0.9998889
1_6298c,0,1.0
1_6298a,1,0.9999999
3_1614d,0,0.99997926
3_1614c,0,1.0
3_1614a,0,1.0
3_1614b,1,0.99999917
4_15a,0,0.9985354
4_15b,0,1.0
4_15c,0,1.0
4_15d,0,0.9999988
1_6699d,0,1.0
1_6699c,0,1.0
1_6699a,1,1.0
1_6699b,0,0.99999523
2_787a,0,1.0
2_787b,1,0.99995804
2_787c,1,1.0
2_787d,0,0.99991465
1_3988d,1,0.9999999
1_3988b,1,0.99999774
1_3988c,1,1.0
1_3988a,1,1.0
3_5679d,1,0.83785903
3_5679a,0,1.0
3_5679b,0,1.0
3_5679c,0,0.99163836
3_11402a,1,1.0
3_11402b,0,0.9999232
3_11402c,0,1.0
3_11402d,0,1.0
3_2187c,0,0.9998493
3_2187a,0,1.0
3_2187d,0,1.0
3_2187b,0,1.0
3_1256c,1,0.9987174
3_1256d,0,1.0
3_1256b,0,1.0
3_1256a,0,1.0
3_14881d,0,0.9999795
3_14881b,1,0.999997
3_14881c,1,0.9875051
3_14881a,0,1.0
3_6137a,0,1.0
3_6137b,0,1.0
3_6137c,1,1.0
3_6137d,1,1.0
3_3985d,0,1.0
3_3985b,1,1.0
3_3985a,0,0.99998736
3_3985c,1,1.0
1_3649d,1,1.0
1_3649a,1,1.0
1_3649c,1,1.0
1_3649b,1,1.0
1_3876a,0,0.999967
1_3876b,0,1.0
1_3876d,0,0.9999243
1_3876c,0,1.0
2_1281b,0,1.0
2_1281c,0,0.99999857
2_1281d,0,1.0
2_1281a,1,0.99999964
2_1338b,1,1.0
2_1338a,1,0.99999094
2_1338c,0,0.9930686
2_1338d,0,1.0
1_7051a,1,1.0
1_7051d,0,0.99999976
1_7051c,0,1.0
1_7051b,1,1.0
3_9511c,1,1.0
3_9511a,1,0.99999976
3_9511b,1,0.9999716
3_9511d,0,1.0
4_1407d,0,1.0
4_1407a,0,1.0
4_1407b,0,1.0
4_1407c,0,1.0
1_540d,0,0.99937576
1_540a,1,0.9999999
1_540b,0,1.0
1_540c,0,1.0
1_2801d,0,1.0
1_2801b,1,1.0
1_2801a,0,1.0
1_2801c,0,1.0
1_2859a,0,1.0
1_2859d,1,1.0
1_2859c,1,1.0
1_2859b,1,1.0
3_8735a,1,0.99990165
3_8735c,1,1.0
3_8735d,1,0.9999914
3_8735b,1,1.0
3_15157d,0,0.9998882
3_15157c,0,0.9999999
3_15157a,0,0.99047625
3_15157b,0,0.99963725
3_8435d,0,1.0
3_8435b,0,1.0
3_8435c,1,0.9920534
3_8435a,1,0.9999995
3_1998a,1,0.9999795
3_1998d,0,0.5117615
3_1998b,1,1.0
3_1998c,0,1.0
3_5459a,1,0.98808473
3_5459d,0,1.0
3_5459c,1,0.99999964
3_5459b,0,1.0
3_14350a,1,0.9999925
3_14350c,1,0.9999999
3_14350b,0,1.0
3_14350d,0,1.0
1_6208b,1,0.99158734
1_6208a,1,1.0
1_6208d,1,0.9999893
1_6208c,1,1.0
3_14483d,0,0.9694118
3_14483a,0,0.9999919
3_14483b,1,0.98306113
3_14483c,0,1.0
3_4324d,0,1.0
3_4324a,0,1.0
3_4324b,0,0.9977253
3_4324c,0,0.99999917
3_9122d,0,0.9736583
3_9122a,1,0.9997571
3_9122c,1,0.9999993
3_9122b,1,0.9999919
3_13918b,0,0.999979
3_13918d,0,0.9999999
3_13918c,0,0.9992167
3_13918a,1,1.0
1_3267c,1,1.0
1_3267b,1,1.0
1_3267a,0,0.9999999
1_3267d,1,1.0
3_3539c,0,1.0
3_3539d,0,1.0
3_3539b,0,1.0
3_3539a,0,0.9977457
3_3078c,0,0.99996305
3_3078d,1,0.9999888
3_3078b,1,0.9999889
3_3078a,0,1.0
